id,name,country,url,image,pdf
194,BERGAMASCO SHEPHERD DOG,ITALY,http://www.fci.be/en/nomenclature/BERGAMASCO-SHEPHERD-DOG-194.html,http://www.fci.be/Nomenclature/Illustrations/194g01-1.jpg,http://www.fci.be/Nomenclature/Standards/194g01-en.pdf
195,ITALIAN VOLPINO,ITALY,http://www.fci.be/en/nomenclature/ITALIAN-VOLPINO-195.html,,http://www.fci.be/Nomenclature/Standards/195g05-en.pdf
196,BOLOGNESE,ITALY,http://www.fci.be/en/nomenclature/BOLOGNESE-196.html,,http://www.fci.be/Nomenclature/Standards/196g09-en.pdf
197,NEAPOLITAN MASTIFF,ITALY,http://www.fci.be/en/nomenclature/NEAPOLITAN-MASTIFF-197.html,,http://www.fci.be/Nomenclature/Standards/197g02-en.pdf
198,ITALIAN ROUGH-HAIRED SEGUGIO,ITALY,http://www.fci.be/en/nomenclature/ITALIAN-ROUGH-HAIRED-SEGUGIO-198.html,,http://www.fci.be/Nomenclature/Standards/198g06-en.pdf
199,CIRNECO DELL'ETNA,ITALY,http://www.fci.be/en/nomenclature/CIRNECO-DELL-ETNA-199.html,http://www.fci.be/Nomenclature/Illustrations/199g05-1.jpg,http://www.fci.be/Nomenclature/Standards/199g05-en.pdf
200,ITALIAN SIGHTHOUND,ITALY,http://www.fci.be/en/nomenclature/ITALIAN-SIGHTHOUND-200.html,,http://www.fci.be/Nomenclature/Standards/200g10-en.pdf
201,MAREMMA AND THE ABRUZZES SHEEPDOG,ITALY,http://www.fci.be/en/nomenclature/MAREMMA-AND-THE-ABRUZZES-SHEEPDOG-201.html,,http://www.fci.be/Nomenclature/Standards/201g01-en.pdf
202,ITALIAN POINTING DOG,ITALY,http://www.fci.be/en/nomenclature/ITALIAN-POINTING-DOG-202.html,http://www.fci.be/Nomenclature/Illustrations/202g07.jpg,http://www.fci.be/Nomenclature/Standards/202g07-en.pdf
203,NORWEGIAN HOUND,NORWAY,http://www.fci.be/en/nomenclature/NORWEGIAN-HOUND-203.html,http://www.fci.be/Nomenclature/Illustrations/203g06.jpg,http://www.fci.be/Nomenclature/Standards/203g06-en.pdf
204,SPANISH HOUND,SPAIN,http://www.fci.be/en/nomenclature/SPANISH-HOUND-204.html,,http://www.fci.be/Nomenclature/Standards/204g06-en.pdf
205,CHOW CHOW,CHINA,http://www.fci.be/en/nomenclature/CHOW-CHOW-205.html,http://www.fci.be/Nomenclature/Illustrations/205g05.jpg,http://www.fci.be/Nomenclature/Standards/205g05-en.pdf
206,JAPANESE CHIN,JAPAN,http://www.fci.be/en/nomenclature/JAPANESE-CHIN-206.html,http://www.fci.be/Nomenclature/Illustrations/206g09.jpg,http://www.fci.be/Nomenclature/Standards/206g09-en.pdf
207,PEKINGESE,CHINA,http://www.fci.be/en/nomenclature/PEKINGESE-207.html,http://www.fci.be/Nomenclature/Illustrations/207g09.jpg,http://www.fci.be/Nomenclature/Standards/207g09-en.pdf
208,SHIH TZU,Tibet (China),http://www.fci.be/en/nomenclature/SHIH-TZU-208.html,http://www.fci.be/Nomenclature/Illustrations/208g09.jpg,http://www.fci.be/Nomenclature/Standards/208g09-en.pdf
209,TIBETAN TERRIER,Tibet (China),http://www.fci.be/en/nomenclature/TIBETAN-TERRIER-209.html,http://www.fci.be/Nomenclature/Illustrations/209g09.jpg,http://www.fci.be/Nomenclature/Standards/209g09-en.pdf
211,CANADIAN ESKIMO DOG,CANADA,http://www.fci.be/en/nomenclature/CANADIAN-ESKIMO-DOG-211.html,http://www.fci.be/Nomenclature/Illustrations/211g05.jpg,http://www.fci.be/Nomenclature/Standards/211g05-en.pdf
212,SAMOYED,"NORTHERN RUSSIA, SIBERIA",http://www.fci.be/en/nomenclature/SAMOYED-212.html,http://www.fci.be/Nomenclature/Illustrations/212g05.jpg,http://www.fci.be/Nomenclature/Standards/212g05-en.pdf
213,HANOVERIAN SCENT HOUND,GERMANY,http://www.fci.be/en/nomenclature/HANOVERIAN-SCENT-HOUND-213.html,http://www.fci.be/Nomenclature/Illustrations/213g06-1.jpg,http://www.fci.be/Nomenclature/Standards/213g06-en.pdf
214,HELLENIC HOUND,GREECE,http://www.fci.be/en/nomenclature/HELLENIC-HOUND-214.html,,http://www.fci.be/Nomenclature/Standards/214g06-en.pdf
215,BICHON FRISE,"BELGIUM, FRANCE",http://www.fci.be/en/nomenclature/BICHON-FRISE-215.html,http://www.fci.be/Nomenclature/Illustrations/215g09-1.jpg,http://www.fci.be/Nomenclature/Standards/215g09-en.pdf
216,PUDELPOINTER,GERMANY,http://www.fci.be/en/nomenclature/PUDELPOINTER-216.html,,http://www.fci.be/Nomenclature/Standards/216g07-en.pdf
217,BAVARIAN MOUNTAIN SCENT HOUND,GERMANY,http://www.fci.be/en/nomenclature/BAVARIAN-MOUNTAIN-SCENT-HOUND-217.html,http://www.fci.be/Nomenclature/Illustrations/217g06-1.jpg,http://www.fci.be/Nomenclature/Standards/217g06-en.pdf
218,CHIHUAHUA,MEXICO,http://www.fci.be/en/nomenclature/CHIHUAHUA-218.html,http://www.fci.be/Nomenclature/Illustrations/218g09-1.jpg,http://www.fci.be/Nomenclature/Standards/218g09-en.pdf
219,FRENCH TRICOLOUR HOUND,FRANCE,http://www.fci.be/en/nomenclature/FRENCH-TRICOLOUR-HOUND-219.html,,http://www.fci.be/Nomenclature/Standards/219g06-en.pdf
220,FRENCH WHITE & BLACK HOUND,FRANCE,http://www.fci.be/en/nomenclature/FRENCH-WHITE-BLACK-HOUND-220.html,http://www.fci.be/Nomenclature/Illustrations/220g06.jpg,http://www.fci.be/Nomenclature/Standards/220g06-en.pdf
221,FRISIAN WATER DOG,THE NETHERLANDS,http://www.fci.be/en/nomenclature/FRISIAN-WATER-DOG-221.html,,http://www.fci.be/Nomenclature/Standards/221g08-en.pdf
222,STABIJHOUN,THE NETHERLANDS,http://www.fci.be/en/nomenclature/STABIJHOUN-222.html,http://www.fci.be/Nomenclature/Illustrations/222g07-1.jpg,http://www.fci.be/Nomenclature/Standards/222g07-en.pdf
223,DUTCH SHEPHERD DOG,THE NETHERLANDS,http://www.fci.be/en/nomenclature/DUTCH-SHEPHERD-DOG-223.html,http://www.fci.be/Nomenclature/Illustrations/223g01-1.jpg,http://www.fci.be/Nomenclature/Standards/223g01-en.pdf
224,DRENTSCHE PARTRIDGE DOG,THE NETHERLANDS,http://www.fci.be/en/nomenclature/DRENTSCHE-PARTRIDGE-DOG-224.html,http://www.fci.be/Nomenclature/Illustrations/224g07-1.jpg,http://www.fci.be/Nomenclature/Standards/224g07-en.pdf
225,FILA BRASILEIRO,BRAZIL,http://www.fci.be/en/nomenclature/FILA-BRASILEIRO-225.html,http://www.fci.be/Nomenclature/Illustrations/225g02.jpg,http://www.fci.be/Nomenclature/Standards/225g02-en.pdf
226,LANDSEER (EUROPEAN CONTINENTAL TYPE),"GERMANY, SWITZERLAND",http://www.fci.be/en/nomenclature/LANDSEER-EUROPEAN-CONTINENTAL-TYPE-226.html,,http://www.fci.be/Nomenclature/Standards/226g02-en.pdf
227,LHASA APSO,Tibet (China),http://www.fci.be/en/nomenclature/LHASA-APSO-227.html,http://www.fci.be/Nomenclature/Illustrations/227g09.jpg,http://www.fci.be/Nomenclature/Standards/227g09-en.pdf
228,AFGHAN HOUND,AFGHANISTAN,http://www.fci.be/en/nomenclature/AFGHAN-HOUND-228.html,http://www.fci.be/Nomenclature/Illustrations/228g10.jpg,http://www.fci.be/Nomenclature/Standards/228g10-en.pdf
229,SERBIAN TRICOLOUR HOUND,SERBIA,http://www.fci.be/en/nomenclature/SERBIAN-TRICOLOUR-HOUND-229.html,http://www.fci.be/Nomenclature/Illustrations/229g06.jpg,http://www.fci.be/Nomenclature/Standards/229g06-en.pdf
230,TIBETAN MASTIFF,Tibet (China),http://www.fci.be/en/nomenclature/TIBETAN-MASTIFF-230.html,,http://www.fci.be/Nomenclature/Standards/230g02-en.pdf
231,TIBETAN SPANIEL,Tibet (China),http://www.fci.be/en/nomenclature/TIBETAN-SPANIEL-231.html,http://www.fci.be/Nomenclature/Illustrations/231g09.jpg,http://www.fci.be/Nomenclature/Standards/231g09-en.pdf
232,DEUTSCH STICHELHAAR,GERMANY,http://www.fci.be/en/nomenclature/DEUTSCH-STICHELHAAR-232.html,http://www.fci.be/Nomenclature/Illustrations/232g07.jpg,http://www.fci.be/Nomenclature/Standards/232g07-en.pdf
233,LITTLE LION DOG,FRANCE,http://www.fci.be/en/nomenclature/LITTLE-LION-DOG-233.html,http://www.fci.be/Nomenclature/Illustrations/233g09.jpg,http://www.fci.be/Nomenclature/Standards/233g09-en.pdf
234,XOLOITZCUINTLE,MEXICO,http://www.fci.be/en/nomenclature/XOLOITZCUINTLE-234.html,http://www.fci.be/Nomenclature/Illustrations/234g05-1.jpg,http://www.fci.be/Nomenclature/Standards/234g05-en.pdf
235,GREAT DANE,GERMANY,http://www.fci.be/en/nomenclature/GREAT-DANE-235.html,http://www.fci.be/Nomenclature/Illustrations/235g02.jpg,http://www.fci.be/Nomenclature/Standards/235g02-en.pdf
236,AUSTRALIAN SILKY TERRIER,AUSTRALIA,http://www.fci.be/en/nomenclature/AUSTRALIAN-SILKY-TERRIER-236.html,http://www.fci.be/Nomenclature/Illustrations/236g03.jpg,http://www.fci.be/Nomenclature/Standards/236g03-en.pdf
237,NORWEGIAN BUHUND,NORWAY,http://www.fci.be/en/nomenclature/NORWEGIAN-BUHUND-237.html,http://www.fci.be/Nomenclature/Illustrations/237g05.jpg,http://www.fci.be/Nomenclature/Standards/237g05-en.pdf
238,MUDI,HUNGARY,http://www.fci.be/en/nomenclature/MUDI-238.html,http://www.fci.be/Nomenclature/Illustrations/238g01.jpg,http://www.fci.be/Nomenclature/Standards/238g01-en.pdf
239,HUNGARIAN WIRE-HAIRED POINTER,HUNGARY,http://www.fci.be/en/nomenclature/HUNGARIAN-WIRE-HAIRED-POINTER-239.html,http://www.fci.be/Nomenclature/Illustrations/239g07.jpg,http://www.fci.be/Nomenclature/Standards/239g07-en.pdf
240,HUNGARIAN GREYHOUND,HUNGARY,http://www.fci.be/en/nomenclature/HUNGARIAN-GREYHOUND-240.html,http://www.fci.be/Nomenclature/Illustrations/240g10.jpg,http://www.fci.be/Nomenclature/Standards/240g10-en.pdf
241,HUNGARIAN HOUND - TRANSYLVANIAN SCENT HOUND,HUNGARY,http://www.fci.be/en/nomenclature/HUNGARIAN-HOUND-TRANSYLVANIAN-SCENT-HOUND-241.html,http://www.fci.be/Nomenclature/Illustrations/241g06.jpg,http://www.fci.be/Nomenclature/Standards/241g06-en.pdf
242,NORWEGIAN ELKHOUND GREY,NORWAY,http://www.fci.be/en/nomenclature/NORWEGIAN-ELKHOUND-GREY-242.html,http://www.fci.be/Nomenclature/Illustrations/242g05.jpg,http://www.fci.be/Nomenclature/Standards/242g05-en.pdf
243,ALASKAN MALAMUTE,UNITED STATES OF AMERICA,http://www.fci.be/en/nomenclature/ALASKAN-MALAMUTE-243.html,,http://www.fci.be/Nomenclature/Standards/243g05-en.pdf
244,SLOVAKIAN HOUND,SLOVAKIA,http://www.fci.be/en/nomenclature/SLOVAKIAN-HOUND-244.html,,http://www.fci.be/Nomenclature/Standards/244g06-en.pdf
245,BOHEMIAN WIRE-HAIRED POINTING GRIFFON,CZECH REPUBLIC,http://www.fci.be/en/nomenclature/BOHEMIAN-WIRE-HAIRED-POINTING-GRIFFON-245.html,,http://www.fci.be/Nomenclature/Standards/245g07-en.pdf
246,CESKY TERRIER,CZECH REPUBLIC,http://www.fci.be/en/nomenclature/CESKY-TERRIER-246.html,http://www.fci.be/Nomenclature/Illustrations/246g03.jpg,http://www.fci.be/Nomenclature/Standards/246g03-en.pdf
247,ATLAS MOUNTAIN DOG (AIDI),MOROCCO,http://www.fci.be/en/nomenclature/ATLAS-MOUNTAIN-DOG-AIDI-247.html,,http://www.fci.be/Nomenclature/Standards/247g02-en.pdf
248,PHARAOH HOUND,MALTA,http://www.fci.be/en/nomenclature/PHARAOH-HOUND-248.html,,http://www.fci.be/Nomenclature/Standards/248g05-en.pdf
249,MAJORCA MASTIFF,SPAIN,http://www.fci.be/en/nomenclature/MAJORCA-MASTIFF-249.html,,http://www.fci.be/Nomenclature/Standards/249g02-en.pdf
250,HAVANESE,CUBA,http://www.fci.be/en/nomenclature/HAVANESE-250.html,,http://www.fci.be/Nomenclature/Standards/250g09-en.pdf
251,POLISH LOWLAND SHEEPDOG,POLAND,http://www.fci.be/en/nomenclature/POLISH-LOWLAND-SHEEPDOG-251.html,http://www.fci.be/Nomenclature/Illustrations/251g01.jpg,http://www.fci.be/Nomenclature/Standards/251g01-en.pdf
252,TATRA SHEPHERD DOG,POLAND,http://www.fci.be/en/nomenclature/TATRA-SHEPHERD-DOG-252.html,http://www.fci.be/Nomenclature/Illustrations/252g01.jpg,http://www.fci.be/Nomenclature/Standards/252g01-en.pdf
253,PUG,CHINA,http://www.fci.be/en/nomenclature/PUG-253.html,http://www.fci.be/Nomenclature/Illustrations/253g09.jpg,http://www.fci.be/Nomenclature/Standards/253g09-en.pdf
254,ALPINE DACHSBRACKE,AUSTRIA,http://www.fci.be/en/nomenclature/ALPINE-DACHSBRACKE-254.html,,http://www.fci.be/Nomenclature/Standards/254g06-en.pdf
255,AKITA,JAPAN,http://www.fci.be/en/nomenclature/AKITA-255.html,http://www.fci.be/Nomenclature/Illustrations/255g05.jpg,http://www.fci.be/Nomenclature/Standards/255g05-en.pdf
257,SHIBA,JAPAN,http://www.fci.be/en/nomenclature/SHIBA-257.html,http://www.fci.be/Nomenclature/Illustrations/257g05.jpg,http://www.fci.be/Nomenclature/Standards/257g05-en.pdf
259,JAPANESE TERRIER,JAPAN,http://www.fci.be/en/nomenclature/JAPANESE-TERRIER-259.html,http://www.fci.be/Nomenclature/Illustrations/259g03.jpg,http://www.fci.be/Nomenclature/Standards/259g03-en.pdf
260,TOSA,JAPAN,http://www.fci.be/en/nomenclature/TOSA-260.html,http://www.fci.be/Nomenclature/Illustrations/260g02.jpg,http://www.fci.be/Nomenclature/Standards/260g02-en.pdf
261,HOKKAIDO,JAPAN,http://www.fci.be/en/nomenclature/HOKKAIDO-261.html,http://www.fci.be/Nomenclature/Illustrations/261g05.jpg,http://www.fci.be/Nomenclature/Standards/261g05-en.pdf
262,JAPANESE SPITZ,JAPAN,http://www.fci.be/en/nomenclature/JAPANESE-SPITZ-262.html,http://www.fci.be/Nomenclature/Illustrations/262g05.jpg,http://www.fci.be/Nomenclature/Standards/262g05-en.pdf
263,CHESAPEAKE BAY RETRIEVER,UNITED STATES OF AMERICA,http://www.fci.be/en/nomenclature/CHESAPEAKE-BAY-RETRIEVER-263.html,,http://www.fci.be/Nomenclature/Standards/263g08-en.pdf
264,MASTIFF,GREAT BRITAIN,http://www.fci.be/en/nomenclature/MASTIFF-264.html,,http://www.fci.be/Nomenclature/Standards/264g02-en.pdf
265,NORWEGIAN LUNDEHUND,NORWAY,http://www.fci.be/en/nomenclature/NORWEGIAN-LUNDEHUND-265.html,http://www.fci.be/Nomenclature/Illustrations/265g05.jpg,http://www.fci.be/Nomenclature/Standards/265g05-en.pdf
266,HYGEN HOUND,NORWAY,http://www.fci.be/en/nomenclature/HYGEN-HOUND-266.html,http://www.fci.be/Nomenclature/Illustrations/266g06.jpg,http://www.fci.be/Nomenclature/Standards/266g06-en.pdf
267,HALDEN HOUND,NORWAY,http://www.fci.be/en/nomenclature/HALDEN-HOUND-267.html,http://www.fci.be/Nomenclature/Illustrations/267g06.jpg,http://www.fci.be/Nomenclature/Standards/267g06-en.pdf
268,NORWEGIAN ELKHOUND BLACK,NORWAY,http://www.fci.be/en/nomenclature/NORWEGIAN-ELKHOUND-BLACK-268.html,http://www.fci.be/Nomenclature/Illustrations/268g05.jpg,http://www.fci.be/Nomenclature/Standards/268g05-en.pdf
269,SALUKI,MIDDLE EAST,http://www.fci.be/en/nomenclature/SALUKI-269.html,,http://www.fci.be/Nomenclature/Standards/269g10-en.pdf
270,SIBERIAN HUSKY,UNITED STATES OF AMERICA,http://www.fci.be/en/nomenclature/SIBERIAN-HUSKY-270.html,,http://www.fci.be/Nomenclature/Standards/270g05-en.pdf
271,BEARDED COLLIE,GREAT BRITAIN,http://www.fci.be/en/nomenclature/BEARDED-COLLIE-271.html,http://www.fci.be/Nomenclature/Illustrations/271g01.jpg,http://www.fci.be/Nomenclature/Standards/271g01-en.pdf
272,NORFOLK TERRIER,GREAT BRITAIN,http://www.fci.be/en/nomenclature/NORFOLK-TERRIER-272.html,http://www.fci.be/Nomenclature/Illustrations/272g03.jpg,http://www.fci.be/Nomenclature/Standards/272g03-en.pdf
273,CANAAN DOG,ISRAEL,http://www.fci.be/en/nomenclature/CANAAN-DOG-273.html,,http://www.fci.be/Nomenclature/Standards/273g05-en.pdf
274,GREENLAND DOG,GREENLAND,http://www.fci.be/en/nomenclature/GREENLAND-DOG-274.html,http://www.fci.be/Nomenclature/Illustrations/274g05.jpg,http://www.fci.be/Nomenclature/Standards/274g05-en.pdf
275,BRAZILIAN TRACKER,BRAZIL,http://www.fci.be/en/nomenclature/BRAZILIAN-TRACKER-275.html,http://www.fci.be/Nomenclature/Illustrations/275g06.jpg,http://www.fci.be/Nomenclature/Standards/275g06-en.pdf
276,NORRBOTTENSPITZ,SWEDEN,http://www.fci.be/en/nomenclature/NORRBOTTENSPITZ-276.html,http://www.fci.be/Nomenclature/Illustrations/276g05.jpg,http://www.fci.be/Nomenclature/Standards/276g05-en.pdf
277,CROATIAN SHEPHERD DOG,CROATIA,http://www.fci.be/en/nomenclature/CROATIAN-SHEPHERD-DOG-277.html,http://www.fci.be/Nomenclature/Illustrations/277g01.jpg,http://www.fci.be/Nomenclature/Standards/277g01-en.pdf
278,KARST SHEPHERD DOG,SLOVENIA,http://www.fci.be/en/nomenclature/KARST-SHEPHERD-DOG-278.html,http://www.fci.be/Nomenclature/Illustrations/278g02.jpg,http://www.fci.be/Nomenclature/Standards/278g02-en.pdf
279,MONTENEGRIN MOUNTAIN HOUND,MONTENEGRO,http://www.fci.be/en/nomenclature/MONTENEGRIN-MOUNTAIN-HOUND-279.html,http://www.fci.be/Nomenclature/Illustrations/279g06.jpg,http://www.fci.be/Nomenclature/Standards/279g06-en.pdf
281,OLD DANISH POINTING DOG,DENMARK,http://www.fci.be/en/nomenclature/OLD-DANISH-POINTING-DOG-281.html,,http://www.fci.be/Nomenclature/Standards/281g07-en.pdf
282,GRAND GRIFFON VENDEEN,FRANCE,http://www.fci.be/en/nomenclature/GRAND-GRIFFON-VENDEEN-282.html,http://www.fci.be/Nomenclature/Illustrations/282g06.jpg,http://www.fci.be/Nomenclature/Standards/282g06-en.pdf
283,COTON DE TULEAR,MADAGASCAR,http://www.fci.be/en/nomenclature/COTON-DE-TULEAR-283.html,,http://www.fci.be/Nomenclature/Standards/283g09-en.pdf
284,LAPPONIAN HERDER,FINLAND,http://www.fci.be/en/nomenclature/LAPPONIAN-HERDER-284.html,,http://www.fci.be/Nomenclature/Standards/284g05-en.pdf
285,SPANISH GREYHOUND,SPAIN,http://www.fci.be/en/nomenclature/SPANISH-GREYHOUND-285.html,,http://www.fci.be/Nomenclature/Standards/285g10-en.pdf
286,AMERICAN STAFFORDSHIRE TERRIER,UNITED STATES OF AMERICA,http://www.fci.be/en/nomenclature/AMERICAN-STAFFORDSHIRE-TERRIER-286.html,,http://www.fci.be/Nomenclature/Standards/286g03-en.pdf
287,AUSTRALIAN CATTLE DOG,AUSTRALIA,http://www.fci.be/en/nomenclature/AUSTRALIAN-CATTLE-DOG-287.html,http://www.fci.be/Nomenclature/Illustrations/287g01.jpg,http://www.fci.be/Nomenclature/Standards/287g01-en.pdf
288,CHINESE CRESTED DOG,CHINA,http://www.fci.be/en/nomenclature/CHINESE-CRESTED-DOG-288.html,http://www.fci.be/Nomenclature/Illustrations/288g09.jpg,http://www.fci.be/Nomenclature/Standards/288g09-en.pdf
289,ICELANDIC SHEEPDOG,ICELAND,http://www.fci.be/en/nomenclature/ICELANDIC-SHEEPDOG-289.html,http://www.fci.be/Nomenclature/Illustrations/289g05.jpg,http://www.fci.be/Nomenclature/Standards/289g05-en.pdf
290,BEAGLE HARRIER,FRANCE,http://www.fci.be/en/nomenclature/BEAGLE-HARRIER-290.html,,http://www.fci.be/Nomenclature/Standards/290g06-en.pdf
291,EURASIAN,GERMANY,http://www.fci.be/en/nomenclature/EURASIAN-291.html,http://www.fci.be/Nomenclature/Illustrations/291g05-1.jpg,http://www.fci.be/Nomenclature/Standards/291g05-en.pdf
292,DOGO ARGENTINO,ARGENTINA,http://www.fci.be/en/nomenclature/DOGO-ARGENTINO-292.html,http://www.fci.be/Nomenclature/Illustrations/292g02.jpg,http://www.fci.be/Nomenclature/Standards/292g02-en.pdf
293,AUSTRALIAN KELPIE,AUSTRALIA,http://www.fci.be/en/nomenclature/AUSTRALIAN-KELPIE-293.html,http://www.fci.be/Nomenclature/Illustrations/293g01.jpg,http://www.fci.be/Nomenclature/Standards/293g01-en.pdf
294,OTTERHOUND,GREAT BRITAIN,http://www.fci.be/en/nomenclature/OTTERHOUND-294.html,http://www.fci.be/Nomenclature/Illustrations/294g06.jpg,http://www.fci.be/Nomenclature/Standards/294g06-en.pdf
295,HARRIER,GREAT BRITAIN,http://www.fci.be/en/nomenclature/HARRIER-295.html,,http://www.fci.be/Nomenclature/Standards/295g06-en.pdf
296,COLLIE SMOOTH,GREAT BRITAIN,http://www.fci.be/en/nomenclature/COLLIE-SMOOTH-296.html,http://www.fci.be/Nomenclature/Illustrations/296g01.jpg,http://www.fci.be/Nomenclature/Standards/296g01-en.pdf
297,BORDER COLLIE,GREAT BRITAIN,http://www.fci.be/en/nomenclature/BORDER-COLLIE-297.html,http://www.fci.be/Nomenclature/Illustrations/297g01.jpg,http://www.fci.be/Nomenclature/Standards/297g01-en.pdf
298,ROMAGNA WATER DOG,ITALY,http://www.fci.be/en/nomenclature/ROMAGNA-WATER-DOG-298.html,http://www.fci.be/Nomenclature/Illustrations/298g08-1.jpg,http://www.fci.be/Nomenclature/Standards/298g08-en.pdf
299,GERMAN HOUND,GERMANY,http://www.fci.be/en/nomenclature/GERMAN-HOUND-299.html,,http://www.fci.be/Nomenclature/Standards/299g06-en.pdf
300,BLACK AND TAN COONHOUND,UNITED STATES OF AMERICA,http://www.fci.be/en/nomenclature/BLACK-AND-TAN-COONHOUND-300.html,http://www.fci.be/Nomenclature/Illustrations/300g06.jpg,http://www.fci.be/Nomenclature/Standards/300g06-en.pdf
301,AMERICAN WATER SPANIEL,UNITED STATES OF AMERICA,http://www.fci.be/en/nomenclature/AMERICAN-WATER-SPANIEL-301.html,,http://www.fci.be/Nomenclature/Standards/301g08-en.pdf
302,IRISH GLEN OF IMAAL TERRIER,IRELAND,http://www.fci.be/en/nomenclature/IRISH-GLEN-OF-IMAAL-TERRIER-302.html,,http://www.fci.be/Nomenclature/Standards/302g03-en.pdf
303,AMERICAN FOXHOUND,UNITED STATES OF AMERICA,http://www.fci.be/en/nomenclature/AMERICAN-FOXHOUND-303.html,,http://www.fci.be/Nomenclature/Standards/303g06-en.pdf
304,RUSSIAN-EUROPEAN LAIKA,RUSSIAN FEDERATION,http://www.fci.be/en/nomenclature/RUSSIAN-EUROPEAN-LAIKA-304.html,,http://www.fci.be/Nomenclature/Standards/304g05-en.pdf
305,EAST SIBERIAN LAIKA,RUSSIAN FEDERATION,http://www.fci.be/en/nomenclature/EAST-SIBERIAN-LAIKA-305.html,http://www.fci.be/Nomenclature/Illustrations/305g05-1.jpg,http://www.fci.be/Nomenclature/Standards/305g05-en.pdf
306,WEST SIBERIAN LAIKA,RUSSIAN FEDERATION,http://www.fci.be/en/nomenclature/WEST-SIBERIAN-LAIKA-306.html,http://www.fci.be/Nomenclature/Illustrations/306g05.jpg,http://www.fci.be/Nomenclature/Standards/306g05-en.pdf
307,AZAWAKH,MALI,http://www.fci.be/en/nomenclature/AZAWAKH-307.html,http://www.fci.be/Nomenclature/Illustrations/307g10-1.jpg,http://www.fci.be/Nomenclature/Standards/307g10-en.pdf
308,DUTCH SMOUSHOND,THE NETHERLANDS,http://www.fci.be/en/nomenclature/DUTCH-SMOUSHOND-308.html,,http://www.fci.be/Nomenclature/Standards/308g02-en.pdf
309,SHAR PEI,CHINA,http://www.fci.be/en/nomenclature/SHAR-PEI-309.html,,http://www.fci.be/Nomenclature/Standards/309g02-en.pdf
310,PERUVIAN HAIRLESS DOG,PERU,http://www.fci.be/en/nomenclature/PERUVIAN-HAIRLESS-DOG-310.html,http://www.fci.be/Nomenclature/Illustrations/310g05.jpg,http://www.fci.be/Nomenclature/Standards/310g05-en.pdf
311,SAARLOOS WOLFHOND,THE NETHERLANDS,http://www.fci.be/en/nomenclature/SAARLOOS-WOLFHOND-311.html,http://www.fci.be/Nomenclature/Illustrations/311g01-1.jpg,http://www.fci.be/Nomenclature/Standards/311g01-en.pdf
312,NOVA SCOTIA DUCK TOLLING RETRIEVER,CANADA,http://www.fci.be/en/nomenclature/NOVA-SCOTIA-DUCK-TOLLING-RETRIEVER-312.html,,http://www.fci.be/Nomenclature/Standards/312g08-en.pdf
313,DUTCH SCHAPENDOES,THE NETHERLANDS,http://www.fci.be/en/nomenclature/DUTCH-SCHAPENDOES-313.html,http://www.fci.be/Nomenclature/Illustrations/313g01-1.jpg,http://www.fci.be/Nomenclature/Standards/313g01-en.pdf
314,NEDERLANDSE KOOIKERHONDJE,THE NETHERLANDS,http://www.fci.be/en/nomenclature/NEDERLANDSE-KOOIKERHONDJE-314.html,http://www.fci.be/Nomenclature/Illustrations/314g08-1.jpg,http://www.fci.be/Nomenclature/Standards/314g08-en.pdf
315,BROHOLMER,DENMARK,http://www.fci.be/en/nomenclature/BROHOLMER-315.html,http://www.fci.be/Nomenclature/Illustrations/315g02.jpg,http://www.fci.be/Nomenclature/Standards/315g02-en.pdf
316,FRENCH WHITE AND ORANGE HOUND,FRANCE,http://www.fci.be/en/nomenclature/FRENCH-WHITE-AND-ORANGE-HOUND-316.html,,http://www.fci.be/Nomenclature/Standards/316g06-en.pdf
317,KAI,JAPAN,http://www.fci.be/en/nomenclature/KAI-317.html,http://www.fci.be/Nomenclature/Illustrations/317g05.jpg,http://www.fci.be/Nomenclature/Standards/317g05-en.pdf
318,KISHU,JAPAN,http://www.fci.be/en/nomenclature/KISHU-318.html,http://www.fci.be/Nomenclature/Illustrations/318g05.jpg,http://www.fci.be/Nomenclature/Standards/318g05-en.pdf
319,SHIKOKU,JAPAN,http://www.fci.be/en/nomenclature/SHIKOKU-319.html,http://www.fci.be/Nomenclature/Illustrations/319g05.jpg,http://www.fci.be/Nomenclature/Standards/319g05-en.pdf
320,WIREHAIRED SLOVAKIAN POINTER,SLOVAKIA,http://www.fci.be/en/nomenclature/WIREHAIRED-SLOVAKIAN-POINTER-320.html,,http://www.fci.be/Nomenclature/Standards/320g07-en.pdf
321,MAJORCA SHEPHERD DOG,SPAIN,http://www.fci.be/en/nomenclature/MAJORCA-SHEPHERD-DOG-321.html,,
322,GREAT ANGLO-FRENCH TRICOLOUR HOUND,FRANCE,http://www.fci.be/en/nomenclature/GREAT-ANGLO-FRENCH-TRICOLOUR-HOUND-322.html,,http://www.fci.be/Nomenclature/Standards/322g06-en.pdf
323,GREAT ANGLO-FRENCH WHITE AND BLACK HOUND,FRANCE,http://www.fci.be/en/nomenclature/GREAT-ANGLO-FRENCH-WHITE-AND-BLACK-HOUND-323.html,http://www.fci.be/Nomenclature/Illustrations/323g06.jpg,http://www.fci.be/Nomenclature/Standards/323g06-en.pdf
